Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2014,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.54493742889649
2015,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.63942307692308
2016,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.58734525447042
2017,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.82608695652176
2018,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.73572938689215
2010,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.3186404673393521
2011,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.06662225183211193
2012,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2921840759678598
2013,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2770083102493075
2014,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.4550625711035267
2015,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.3605769230769231
2016,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.4126547455295736
2017,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.17391304347826084
2018,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2642706131078256
2010,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.7752808988764
2011,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,100.0
2012,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.79939819458376
2013,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.32705248990578
2014,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.52830188679243
2015,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.82363315696648
2016,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.60707269155206
2017,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.7596153846154
2018,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.92260061919504
2010,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.22471910112359555
2011,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.0
2012,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.20060180541624875
2013,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.6729475100942126
2014,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.4716981132075472
2015,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.1763668430335097
2016,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.3929273084479371
2017,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2403846153846154
2018,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.07739938080494824
2010,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.66795794133922
2011,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.93485342019545
2012,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.62658700522779
2013,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.53314659197012
2014,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.5712754555198
2015,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.55703211517164
2016,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.60681520314549
2017,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,100.0
2018,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.83748645720478
2010,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3320420586607637
2011,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.06514657980456026
2012,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3734129947722181
2013,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.4668534080298786
2014,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.4287245444801715
2015,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.4429678848283499
2016,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3931847968545216
2017,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.0
2018,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.16251354279522445
2010,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.78738483345144
2011,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,100.0
2012,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.80544747081713
2013,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.60264900662253
2014,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.48453608247421
2015,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,100.0
2016,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.57716701902748
2017,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.51923076923076
2018,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.77578475336323
2010,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.21261516654854712
2011,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.0
2012,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.19455252918287927
