Year,Units,Жасы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2017,пайыз,,,сельское население,,үйленген жоқ,,,28.99958943478856
2018,пайыз,,,сельское население,,үйленген жоқ,,,28.553353015605225
2010,пайыз,,,,,,Қазақстан,,97.02873366293016
2011,пайыз,,,,,,Қазақстан,,97.26908425270865
2012,пайыз,,,,,,Қазақстан,,97.79480379156229
2013,пайыз,,,,,,Қазақстан,,97.75698229704308
2014,пайыз,,,,,,Қазақстан,,98.08806775967108
2015,пайыз,,,,,,Қазақстан,,97.74867907190443
2016,пайыз,,,,,,Қазақстан,,97.87703694085569
2017,пайыз,,,,,,Қазақстан,,97.86463720998964
2018,пайыз,,,,,,Қазақстан,,97.67141009055628
2010,пайыз,,,,,,Қазақстан емес,,2.9712663370698493
2011,пайыз,,,,,,Қазақстан емес,,2.7309157472913483
2012,пайыз,,,,,,Қазақстан емес,,2.205196208437698
2013,пайыз,,,,,,Қазақстан емес,,2.2430177029569336
2014,пайыз,,,,,,Қазақстан емес,,1.9119322403288947
2015,пайыз,,,,,,Қазақстан емес,,2.2513209280955664
2016,пайыз,,,,,,Қазақстан емес,,2.1229630591443254
2017,пайыз,,,,,,Қазақстан емес,,2.1353627900103485
2018,пайыз,,,,,,Қазақстан емес,,2.328589909443721
2010,пайыз,,,городское население,,,Қазақстан,,97.02943064087285
2011,пайыз,,,городское население,,,Қазақстан,,96.97964543663822
2012,пайыз,,,городское население,,,Қазақстан,,97.23639061485672
2013,пайыз,,,городское население,,,Қазақстан,,97.72330854677315
2014,пайыз,,,городское население,,,Қазақстан,,97.8619850512776
2015,пайыз,,,городское население,,,Қазақстан,,98.08356039963672
2016,пайыз,,,городское население,,,Қазақстан,,97.68600186780121
2017,пайыз,,,городское население,,,Қазақстан,,0.0
2018,пайыз,,,городское население,,,Қазақстан,,97.54479097544792
2010,пайыз,,,городское население,,,Қазақстан емес,,0.2173296796749504
2011,пайыз,,,городское население,,,Қазақстан емес,,0.18377019054067129
2012,пайыз,,,городское население,,,Қазақстан емес,,0.17167381974248927
2013,пайыз,,,городское население,,,Қазақстан емес,,0.14091122592766556
2014,пайыз,,,городское население,,,Қазақстан емес,,0.2397868561278864
2015,пайыз,,,городское население,,,Қазақстан емес,,0.2129826835818132
2016,пайыз,,,городское население,,,Қазақстан емес,,0.2443169747185044
2017,пайыз,,,городское население,,,Қазақстан емес,,0.4437140509449466
2018,пайыз,,,городское население,,,Қазақстан емес,,2.4552090245520897
2010,пайыз,,,сельское население,,,Қазақстан,,96.97964543663822
2011,пайыз,,,сельское население,,,Қазақстан,,97.32912918482796
2012,пайыз,,,сельское население,,,Қазақстан,,97.72330854677315
2013,пайыз,,,сельское население,,,Қазақстан,,97.8619850512776
2014,пайыз,,,сельское население,,,Қазақстан,,98.08356039963672
2015,пайыз,,,сельское население,,,Қазақстан,,97.68600186780121
2016,пайыз,,,сельское население,,,Қазақстан,,98.093422306959
2017,пайыз,,,сельское население,,,Қазақстан,,97.98823046393869
2018,пайыз,,,сельское население,,,Қазақстан,,97.77871502882047
2010,пайыз,,,сельское население,,,Қазақстан емес,,3.0203545633617783
2011,пайыз,,,сельское население,,,Қазақстан емес,,2.6708708151720373
2012,пайыз,,,сельское население,,,Қазақстан емес,,2.2766914532268454
2013,пайыз,,,сельское население,,,Қазақстан емес,,2.1380149487224145
2014,пайыз,,,сельское население,,,Қазақстан емес,,1.9164396003633044
2015,пайыз,,,сельское население,,,Қазақстан емес,,2.313998132198819
2016,пайыз,,,сельское население,,,Қазақстан емес,,1.9065776930409868
